Exchange Date,Close,Adjusted Close,Net,%Chg,Open,Low,High,Volume
5/1/2020,282.79,,-7.69,-2.65%,285.31,281.52,290.6572,125180028
4/30/2020,290.48,,-2.73,-0.93%,291.71,288.59,293.3239,122901701
4/29/2020,293.21,,7.48,2.62%,291.53,290.41,294.88,118745579
4/28/2020,285.73,,-1.32,-0.46%,291.02,285.4,291.4,105269985
4/27/2020,287.05,,4.08,1.44%,285.12,284.62,288.27,77896608
4/24/2020,282.97,,3.89,1.39%,280.73,278.5,283.7,85165953
4/23/2020,279.08,,-0.02,-0.01%,280.49,278.75,283.94,104709693
4/22/2020,279.1,,6.06,2.22%,278.35,276.91,281,93524584
4/21/2020,273.04,,-8.55,-3.04%,276.73,272.02,278.04,126385698
4/20/2020,281.59,,-5.05,-1.76%,282.61,281.35,286.7912,100109285
4/17/2020,286.64,,7.54,2.70%,285.38,282.4,287.3,146684784
4/16/2020,279.1,,1.34,0.48%,279.15,275.76,280.03,131798325
4/15/2020,277.76,,-6.03,-2.12%,277.57,275.46,283.9407,121775006
4/14/2020,283.79,,8.13,2.95%,280.98,275.5106,284.9,134143350
4/13/2020,275.66,,-2.54,-0.91%,277.14,271.41,277.51,114839053
4/10/2020,,,,,,,,
4/9/2020,278.2,,4.17,1.52%,277.58,275.47,281.2,190282705
4/8/2020,274.03,,8.9,3.36%,267.96,265.2542,276,153774487
4/7/2020,265.13,,0.27,0.10%,274.21,264.89,275.03,201427189
4/6/2020,264.86,,16.67,6.72%,257.84,248.1698,267,188061238
4/3/2020,248.19,,-3.64,-1.45%,250.76,245.22,253.32,135561171
4/2/2020,251.83,,5.68,2.31%,245.19,244.59,252.68,177660430
4/1/2020,246.15,,-11.6,-4.50%,247.98,243.9,257.6591,189554623
3/31/2020,257.75,,-3.9,-1.49%,260.56,256.22,263.33,194881060
3/30/2020,261.65,,8.23,3.25%,255.7,253.53,262.43,170961866
3/27/2020,253.42,,-7.78,-2.98%,253.27,251.05,260.81,224341217
3/26/2020,261.2,,14.41,5.84%,249.52,249.05,262.8,257632816
3/25/2020,246.79,,3.64,1.50%,244.87,239.75,256.35,299430255
3/24/2020,243.15,,20.2,9.06%,234.42,233.8,244.1,235494475
3/23/2020,222.95,,-5.85,-2.56%,228.19,218.26,229.6833,326025169
3/20/2020,228.8,,-11.71,-4.87%,242.53,228.5,244.47,347158794
3/19/2020,240.51,,0.51,0.21%,239.25,232.22,247.38,289322037
3/18/2020,240,,-12.8,-5.06%,236.25,228.02,248.37,327597131
3/17/2020,252.8,,12.95,5.40%,245.04,237.07,256.17,262070471
3/16/2020,239.85,,-29.47,-10.94%,241.18,237.36,256.9,297240027
3/13/2020,269.32,,21.21,8.55%,263.09,248.5237,271.4754,329566100
3/12/2020,248.11,,-26.25,-9.57%,256,247.68,266.66,392220669
3/11/2020,274.36,,-14.06,-4.87%,280.7,270.88,281.94,256416563
3/10/2020,288.42,,14.19,5.17%,284.64,273.5,288.52,276444058
3/9/2020,274.23,,-23.23,-7.81%,275.3,273.45,284.19,309417349
3/6/2020,297.46,,-5,-1.65%,293.15,290.23,298.78,228667168
3/5/2020,302.46,,-10.4,-3.32%,304.98,300.01,308.47,186366809
3/4/2020,312.86,,12.62,4.20%,306.12,303.33,313.1,176613448
3/3/2020,300.24,,-8.85,-2.86%,309.5,297.57,313.84,300139149
3/2/2020,309.09,,12.83,4.33%,298.21,294.46,309.16,238703625
2/28/2020,296.26,,-1.25,-0.42%,288.7,285.54,297.892,385764020
2/27/2020,297.51,,-13.99,-4.49%,305.46,297.51,311.5637,284353459
2/26/2020,311.5,,-1.15,-0.37%,314.18,310.7,318.11,194773819
2/25/2020,312.65,,-9.77,-3.03%,323.94,311.69,324.61,218913168
2/24/2020,322.42,,-11.06,-3.32%,323.14,321.24,333.5623,161088409
2/21/2020,333.48,,-3.47,-1.03%,335.47,332.58,335.81,113788208
2/20/2020,336.95,,-1.39,-0.41%,337.7423,333.6817,338.64,74163362
2/19/2020,338.34,,1.61,0.48%,337.79,337.48,339.08,48814692
2/18/2020,336.73,,-0.87,-0.26%,336.51,335.21,337.6677,57342526
2/17/2020,,,,,,,,
2/14/2020,337.6,,0.54,0.16%,337.51,336.2,337.73,64582210
2/13/2020,337.06,,-0.36,-0.11%,335.8621,335.56,338.12,54501922
2/12/2020,337.42,,2.16,0.64%,336.83,336.43,337.65,43992662
2/11/2020,335.26,,0.58,0.17%,336.16,334.684,337.02,54864533
2/10/2020,334.68,,2.48,0.75%,331.23,331.19,334.75,42070006
2/7/2020,332.2,,-1.78,-0.53%,332.82,331.6,333.9941,64139443
2/6/2020,333.98,,1.12,0.34%,333.91,332.8,334.19,50359688
2/5/2020,332.86,,3.8,1.15%,332.27,330.67,333.09,65951146
2/4/2020,329.06,,4.94,1.52%,328.07,327.72,330.01,62573190
2/3/2020,324.12,,2.39,0.74%,323.35,323.22,326.16,69242293
1/31/2020,321.73,,-5.95,-1.82%,327,320.73,327.17,113845576
1/30/2020,327.68,,1.06,0.32%,324.36,323.54,327.91,75491844
1/29/2020,326.62,,-0.27,-0.08%,328.38,326.4,328.63,54040889
1/28/2020,326.89,,3.39,1.05%,325.06,323.6038,327.85,63833953
1/27/2020,323.5,,-5.27,-1.60%,323.03,322.66,325.12,84062463
1/24/2020,328.77,,-2.95,-0.89%,332.44,327.36,332.53,87578442
1/23/2020,331.72,,0.38,0.11%,330.63,329.41,332.1682,51962994
1/22/2020,331.34,,0.04,0.01%,332.24,331.17,332.95,48914899
1/21/2020,331.3,,-0.65,-0.20%,330.9,330.82,332.18,77742415
1/20/2020,,,,,,,,
1/17/2020,331.95,,1.03,0.31%,331.7,330.8539,332.18,95846017
1/16/2020,330.92,,2.73,0.83%,329.7,329.45,330.92,54050328
1/15/2020,328.19,,0.74,0.23%,327.35,327.26,329.02,72056598
1/14/2020,327.45,,-0.5,-0.15%,327.47,326.844,328.62,63036384
1/13/2020,327.95,,2.24,0.69%,326.39,325.92,327.96,47262010
1/10/2020,325.71,,-0.94,-0.29%,327.2899,325.2,327.46,53057389
1/9/2020,326.65,,2.2,0.68%,326.16,325.52,326.73,48569601
1/8/2020,324.45,,1.72,0.53%,322.94,322.67,325.78,68434153
1/7/2020,322.73,,-0.91,-0.28%,323.02,322.24,323.54,42854811
1/6/2020,323.64,,1.23,0.38%,320.49,320.36,323.73,55761948
1/3/2020,322.41,,-2.46,-0.76%,321.16,321.1,323.64,77783121
1/2/2020,324.87,,3.01,0.94%,323.54,322.53,324.89,59253833
1/1/2020,,,,,,,,
12/31/2019,321.86,,0.78,0.24%,320.53,320.15,322.13,57106998
12/30/2019,321.08,,-1.78,-0.55%,322.95,320.55,323.1,49782730
12/27/2019,322.86,,-0.08,-0.02%,323.74,322.28,323.8,42554820
12/26/2019,322.94,,1.71,0.53%,321.65,321.64,322.95,31024188
12/25/2019,,,,,,,,
12/24/2019,321.23,,0.01,0.00%,321.47,320.9,321.52,20270007
12/23/2019,321.22,,0.49,0.15%,321.59,321.06,321.65,53015641
12/20/2019,320.73,,-0.17,-0.05%,320.46,319.3873,321.9742,149338215
12/19/2019,320.9,,1.31,0.41%,319.8,319.5246,320.98,85388424
12/18/2019,319.59,,0.02,0.01%,320,319.53,320.25,48199955
12/17/2019,319.57,,0.07,0.02%,319.92,319.48,320.25,61131769
12/16/2019,319.5,,2.18,0.69%,319.22,317.2542,320.15,82836128
12/13/2019,317.32,,0.19,0.06%,316.87,316.02,318.67,81546487
12/12/2019,317.13,,2.71,0.86%,314.43,314.17,317.99,96585802
12/11/2019,314.42,,0.89,0.28%,314.03,313.4393,314.7,53521450
12/10/2019,313.53,,-0.35,-0.11%,313.82,312.81,314.55,53107133
12/9/2019,313.88,,-0.99,-0.31%,314.44,313.8,315.18,34904315
12/6/2019,314.87,,2.85,0.91%,314.12,314.11,315.31,48956767
12/5/2019,312.02,,0.56,0.18%,312.23,310.58,312.25,40781669
12/4/2019,311.46,,1.91,0.62%,310.7,310.32,312.12,49190402
12/3/2019,309.55,,-2.09,-0.67%,308.65,307.13,309.64,75172709
12/2/2019,311.64,,-2.67,-0.85%,314.59,311.17,314.66,76110027
11/29/2019,314.31,,-1.17,-0.37%,314.86,314.06,315.13,36592740
11/28/2019,,,,,,,,
11/27/2019,315.48,,1.4,0.45%,314.61,314.37,315.48,44793179
11/26/2019,314.08,,0.71,0.23%,313.41,313.06,314.28,37727953
11/25/2019,313.37,,2.41,0.78%,311.98,311.98,313.37,48762676
11/22/2019,310.96,,0.69,0.22%,311.09,309.85,311.24,44850228
11/21/2019,310.27,,-0.5,-0.16%,310.89,309.39,311.01,54664690
11/20/2019,310.77,,-1.16,-0.37%,311.28,309.06,311.85,79696276
11/19/2019,311.93,,-0.09,-0.03%,312.68,311.22,312.69,67927818
11/18/2019,312.02,,0.23,0.07%,311.53,311.03,312.28,49327980
11/15/2019,311.79,,2.24,0.72%,311.02,310.26,311.84,62706192
11/14/2019,309.55,,0.45,0.15%,308.79,308.09,309.64,52001874
11/13/2019,309.1,,0.1,0.03%,307.91,307.66,309.54,54459018
11/12/2019,309,,0.65,0.21%,308.75,308.15,309.99,46484624
11/11/2019,308.35,,-0.59,-0.19%,307.42,307.27,308.54,35934909
11/8/2019,308.94,,0.76,0.25%,307.8,307.03,309.0036,49068797
11/7/2019,308.18,,1.08,0.35%,308.57,307.66,309.65,54272274
11/6/2019,307.1,,0.07,0.02%,307.03,306.06,307.4,46487108
11/5/2019,307.03,,-0.34,-0.11%,307.59,306.71,307.9195,42933219
11/4/2019,307.37,,1.23,0.40%,307.85,306.96,308,60606916
11/1/2019,306.14,,2.81,0.93%,304.92,304.74,306.19,71141515
10/31/2019,303.33,,-0.81,-0.27%,304.13,301.73,304.13,69053791
10/30/2019,304.14,,0.93,0.31%,303.43,301.99,304.55,49643928
10/29/2019,303.21,,-0.09,-0.03%,303,302.86,304.23,44284921
10/28/2019,303.3,,1.7,0.56%,302.94,302.91,303.85,42146965
10/25/2019,301.6,,1.23,0.41%,299.74,299.6806,302.2,45205412
10/24/2019,300.37,,0.49,0.16%,300.91,299.4601,301.07,35857459
10/23/2019,299.88,,0.87,0.29%,298.73,298.495,299.94,34991829
10/22/2019,299.01,,-0.98,-0.33%,300.58,298.91,300.9,49126038
10/21/2019,299.99,,2.02,0.68%,299.42,298.935,300.21,39460901
10/18/2019,297.97,,-1.31,-0.44%,298.69,296.99,299.395,64338028
10/17/2019,299.28,,0.88,0.29%,299.68,298.515,300.24,46784885
10/16/2019,298.4,,-0.48,-0.16%,298.37,297.92,299.16,50563596
10/15/2019,298.88,,2.93,0.99%,297.1,296.97,299.7,47832356
10/14/2019,295.95,,-0.33,-0.11%,295.93,295.57,296.67,40546668
10/11/2019,296.28,,3.04,1.04%,296.27,296.1448,298.74,101228577
10/10/2019,293.24,,1.97,0.68%,291.18,291,294.21,57255974
10/9/2019,291.27,,2.74,0.95%,290.75,288.6559,292.3,65707329
10/8/2019,288.53,,-4.55,-1.55%,291.04,288.49,291.85,101575470
10/7/2019,293.08,,-1.27,-0.43%,293.47,292.77,295.26,60656561
10/4/2019,294.35,,3.93,1.35%,291.14,290.82,294.63,66700681
10/3/2019,290.42,,2.36,0.82%,287.81,284.82,290.45,85906799
10/2/2019,288.06,,-5.18,-1.77%,291.5,286.64,291.51,124523974
10/1/2019,293.24,,-3.53,-1.19%,297.74,293,298.455,89900420
9/30/2019,296.77,,1.37,0.46%,295.97,295.92,297.55,52562761
9/27/2019,295.4,,-1.6,-0.54%,297.83,293.69,297.9465,84781110
9/26/2019,297,,-0.62,-0.21%,297.63,295.45,297.86,58722357
9/25/2019,297.62,,1.75,0.59%,295.96,294.33,298.11,73434081
9/24/2019,295.87,,-2.34,-0.78%,299.41,294.81,299.84,97367568
9/23/2019,298.21,,-0.07,-0.02%,297.55,297.27,299,47541321
9/20/2019,298.28,,-2.8,-0.93%,300.36,297.41,300.67,97455979
9/19/2019,301.08,,-0.02,-0.01%,301.53,300.7103,302.63,78099215
9/18/2019,301.1,,0.18,0.06%,300.49,298.24,301.22,74192091
9/17/2019,300.92,,0.76,0.25%,299.94,299.75,301.02,42904427
9/16/2019,300.16,,-0.93,-0.31%,299.84,299.45,301.1378,58191175
9/13/2019,301.09,,-0.2,-0.07%,301.78,300.68,302.17,62104838
9/12/2019,301.29,,1.04,0.35%,301.25,300.41,302.46,72908745
9/11/2019,300.25,,2.12,0.71%,298.47,297.75,300.34,68821066
9/10/2019,298.13,,-0.07,-0.02%,297.36,295.97,298.2,57947101
9/9/2019,298.2,,0.15,0.05%,299.14,297.16,299.24,51260290
9/6/2019,298.05,,0.23,0.08%,298.17,297.42,298.76,49584290
9/5/2019,297.82,,3.78,1.29%,296.79,294.001,298.83,83356779
9/4/2019,294.04,,3.3,1.14%,293.14,292.31,294.055,47003957
9/3/2019,290.74,,-1.71,-0.58%,290.57,289.27,291.58,69231875
9/2/2019,,,,,,,,
8/30/2019,292.45,,-0.13,-0.04%,294.22,291.42,294.2399,62961780
8/29/2019,292.58,,3.69,1.28%,291.72,290.61,293.16,57998913
8/28/2019,288.89,,2.02,0.70%,286.14,285.25,289.07,59852324
8/27/2019,286.87,,-1.13,-0.39%,289.54,286.03,289.95,68262998
8/26/2019,288,,3.15,1.11%,287.27,285.58,288,72620598
8/23/2019,284.85,,-7.51,-2.57%,290.92,283.47,292.76,149318151
8/22/2019,292.36,,-0.09,-0.03%,293.23,290.4,293.93,51739292
8/21/2019,292.45,,2.36,0.81%,292.48,291.72,292.86,49723430
8/20/2019,290.09,,-2.24,-0.77%,291.77,289.95,292.36,51652752
8/19/2019,292.33,,3.48,1.20%,292.19,291.44,293.08,53640153
8/16/2019,288.85,,4.2,1.48%,286.48,284.7138,289.33,85825286
8/15/2019,284.65,,0.75,0.26%,284.88,282.39,285.64,101929845
8/14/2019,283.9,,-8.65,-2.96%,288.07,283.76,292.4644,135622053
8/13/2019,292.55,,4.48,1.56%,287.74,287.36,294.15,94792972
8/12/2019,288.07,,-3.55,-1.22%,289.96,287.02,291.6052,65527632
8/9/2019,291.62,,-2,-0.68%,292.58,289.65,293.24,93729958
8/8/2019,293.62,,5.65,1.96%,289.62,289.01,293.62,87713904
8/7/2019,287.97,,0.17,0.06%,284.4,282.04,288.82,140572265
8/6/2019,287.8,,3.98,1.40%,285.91,284.28,288.04,120711682
8/5/2019,283.82,,-8.8,-3.01%,288.09,281.72,288.21,178745449
8/2/2019,292.62,,-2.22,-0.75%,293.85,290.9,294.12,116749695
8/1/2019,294.84,,-2.59,-0.87%,297.6,293.96,300.87,142646576
7/31/2019,297.43,,-3.29,-1.09%,300.99,295.2,301.2,104245162
7/30/2019,300.72,,-0.74,-0.25%,299.91,299.49,301.17,45849045
7/29/2019,301.46,,-0.55,-0.18%,301.88,300.85,301.93,38126462
7/26/2019,302.01,,2.01,0.67%,300.76,300.62,302.23,45084077
7/25/2019,300,,-1.44,-0.48%,300.94,299.11,301,55394092
7/24/2019,301.44,,1.41,0.47%,299.19,299.09,301.44,47213232
7/23/2019,300.03,,2.13,0.72%,299.14,298.22,300.03,44657973
7/22/2019,297.9,,0.73,0.25%,297.61,297.04,298.5,43687404
7/19/2019,297.17,,-1.66,-0.56%,300.04,296.96,300.07,71081238
7/18/2019,298.83,,1.09,0.37%,297.19,296.7,299.25,51701687
7/17/2019,297.74,,-1.97,-0.66%,299.75,297.74,299.93,44102443
7/16/2019,299.71,,-1.04,-0.35%,300.65,299.44,300.88,40567964
7/15/2019,300.75,,0.1,0.03%,301.13,300.19,301.13,33910261
7/12/2019,300.65,,1.34,0.45%,299.85,299.51,300.73,40354410
7/11/2019,299.31,,0.7,0.23%,299.32,298.2,299.58,50889481
7/10/2019,298.61,,1.42,0.48%,298.37,297.78,299.66,58595558
7/9/2019,297.19,,0.37,0.12%,295.54,295.48,297.52,41101279
7/8/2019,296.82,,-1.64,-0.55%,297.01,296.22,298.2579,45841772
7/5/2019,298.46,,-0.34,-0.11%,297.44,296.01,298.64,51677326
7/4/2019,,,,,,,,
7/3/2019,298.8,,2.37,0.80%,297.18,297.02,298.82,40898896
7/2/2019,296.43,,0.77,0.26%,295.61,294.68,296.49,61504544
7/1/2019,295.66,,2.66,0.91%,296.68,294.33,296.92,79107474
6/28/2019,293,,1.5,0.51%,292.58,292.01,293.55,59350929
6/27/2019,291.5,,1.03,0.35%,291.31,290.89,292.06,40355239
6/26/2019,290.47,,-0.29,-0.10%,291.75,290.345,292.31,51584902
6/25/2019,290.76,,-2.88,-0.98%,293.7,290.64,293.73,82028656
6/24/2019,293.64,,-0.36,-0.12%,294.23,293.47,294.58,47582730
6/21/2019,294,,-1.86,-0.63%,294.13,293.76,295.52,83309466
6/20/2019,295.86,,2.8,0.96%,296.04,293.1255,296.3093,116570017
6/19/2019,293.06,,0.66,0.23%,292.55,291.47,293.65,78674377
6/18/2019,292.4,,3.03,1.05%,291.39,290.99,293.57,85434823
6/17/2019,289.37,,0.11,0.04%,289.52,289.18,290.22,39205709
6/14/2019,289.26,,-0.32,-0.11%,289.26,288.41,289.93,52324716
6/13/2019,289.58,,1.19,0.41%,289.4,288.62,289.98,48945156
6/12/2019,288.39,,-0.51,-0.18%,288.64,287.815,289.26,47096312
6/11/2019,288.9,,-0.07,-0.02%,290.99,288.1805,291.4,58641325
6/10/2019,288.97,,1.32,0.46%,289.37,288.8734,290.82,60799053
6/7/2019,287.65,,2.85,1.00%,285.93,285.74,288.85,74272199
6/6/2019,284.8,,1.84,0.65%,283.29,282.57,285.55,69430381
6/5/2019,282.96,,2.43,0.87%,282.33,280.32,282.99,71169717
6/4/2019,280.53,,5.96,2.17%,277.12,276.62,280.68,77231889
6/3/2019,274.57,,-0.7,-0.25%,275.31,273.09,276.5521,96427952
5/31/2019,275.27,,-3.76,-1.35%,276.2,275.24,277.12,86862782
5/30/2019,279.03,,0.76,0.27%,279.11,277.805,280.04,62523780
5/29/2019,278.27,,-1.88,-0.67%,278.91,276.71,279.36,104972927
5/28/2019,280.15,,-2.63,-0.93%,283.09,280.13,284.15,70029356
5/27/2019,,,,,,,,
5/24/2019,282.78,,0.64,0.23%,283.74,282.09,284.2,55268095
5/23/2019,282.14,,-3.49,-1.22%,283.16,280.57,283.21,98733847
5/22/2019,285.63,,-0.88,-0.31%,285.45,285.1,286.69,49482472
5/21/2019,286.51,,2.56,0.90%,285.83,285.55,286.93,46847085
5/20/2019,283.95,,-1.89,-0.66%,284.06,283.12,285.43,62877610
5/17/2019,285.84,,-1.86,-0.65%,285.14,285.1207,288.6,100353024
5/16/2019,287.7,,2.64,0.93%,285.84,285.76,289.21,76749643
5/15/2019,285.06,,1.66,0.59%,281.59,281.36,285.77,73956407
5/14/2019,283.4,,2.54,0.90%,281.99,281.85,285.1,77003230
5/13/2019,280.86,,-7.24,-2.51%,282.42,279.93,283.49,127290527
5/10/2019,288.1,,1.44,0.50%,285.62,282.3,288.94,112429293
5/9/2019,286.66,,-0.87,-0.30%,285.23,283.3,287.33,103471104
5/8/2019,287.53,,-0.4,-0.14%,287.53,286.87,289.43,91568287
5/7/2019,287.93,,-4.89,-1.67%,290.15,285.81,290.81,144729908
5/6/2019,292.82,,-1.21,-0.41%,289.25,288.9,293.31,107198069
5/3/2019,294.03,,2.85,0.98%,292.82,291.2998,294.34,56543653
5/2/2019,291.18,,-0.63,-0.22%,291.68,289.52,292.7,65030170
5/1/2019,291.81,,-2.21,-0.75%,294.72,291.8,294.95,71671870
4/30/2019,294.02,,0.15,0.05%,293.49,291.92,294.34,81111733
4/29/2019,293.87,,0.46,0.16%,293.51,293.41,294.45,57197747
4/26/2019,293.41,,1.36,0.47%,292.1,291.2401,293.49,50916423
4/25/2019,292.05,,-0.18,-0.06%,292.12,290.73,292.78,57770862
4/24/2019,292.23,,-0.65,-0.22%,292.79,292.07,293.16,50392914
4/23/2019,292.88,,2.61,0.90%,290.68,290.42,293.14,52246633
4/22/2019,290.27,,0.25,0.09%,289.17,289.07,290.435,40160140
4/19/2019,,,,,,,,
4/18/2019,290.02,,0.57,0.20%,290.1,288.66,290.32,68708513
4/17/2019,289.45,,-0.71,-0.24%,291.4,288.99,291.425,58268295
4/16/2019,290.16,,0.19,0.07%,290.95,289.5,291.01,52153197
4/15/2019,289.97,,-0.19,-0.07%,290.24,289.075,290.35,49596685
4/12/2019,290.16,,1.95,0.68%,290,288.261,290.47,69727782
4/11/2019,288.21,,-0.08,-0.03%,288.83,287.578,288.84,55093100
4/10/2019,288.29,,0.98,0.34%,287.77,287.31,288.3899,52601499
4/9/2019,287.31,,-1.48,-0.51%,287.72,286.7,288.08,66142316
4/8/2019,288.79,,0.22,0.08%,288.1,287.37,288.91,53566335
4/5/2019,288.57,,1.39,0.48%,287.92,287.6,288.63,58621729
4/4/2019,287.18,,0.76,0.27%,286.78,286.01,287.459,48997505
4/3/2019,286.42,,0.45,0.16%,287.32,285.75,287.76,68243202
4/2/2019,285.97,,0.14,0.05%,286.04,285.09,286.23,40070351
4/1/2019,285.83,,3.35,1.19%,284.7,284.4,286.16,77617945
3/29/2019,282.48,,1.77,0.63%,282.39,281.14,282.84,82186806
3/28/2019,280.71,,1.06,0.38%,280.35,279.07,281.21,56238545
3/27/2019,279.65,,-1.47,-0.52%,281.11,277.93,281.76,72224722
3/26/2019,281.12,,2.08,0.75%,280.99,279.56,282.18,68125920
3/25/2019,279.04,,-0.21,-0.08%,278.87,277.64,280.1853,85575197
3/22/2019,279.25,,-5.48,-1.92%,283.22,279.18,283.8034,122659286
3/21/2019,284.73,,3.18,1.13%,280.64,280.59,285.18,79550375
3/20/2019,281.55,,-0.85,-0.30%,282.16,280.32,283.5,84609210
3/19/2019,282.4,,0.07,0.02%,283.51,281.41,284.36,90268121
3/18/2019,282.33,,1.02,0.36%,281.55,281.3,282.66,62199806
3/15/2019,281.31,,0.15,0.05%,280.54,280.33,282.21,81308979
3/14/2019,281.16,,-0.18,-0.06%,281.37,280.6662,281.84,67518366
3/13/2019,281.34,,1.85,0.66%,280.48,280.3,282.38,80639153
3/12/2019,279.49,,1.05,0.38%,279.06,278.85,280.07,79667530
3/11/2019,278.44,,3.98,1.45%,275.26,275.23,278.62,65098897
3/8/2019,274.46,,-0.55,-0.20%,272.94,272.42,274.65,85795799
3/7/2019,275.01,,-2.32,-0.84%,276.83,274.07,276.99,94885089
3/6/2019,277.33,,-1.69,-0.61%,279.15,276.97,279.16,75039771
3/5/2019,279.02,,-0.38,-0.14%,279.54,278.41,279.76,59114559
3/4/2019,279.4,,-1.02,-0.36%,281.6,276.84,281.87,106494637
3/1/2019,280.42,,1.74,0.62%,280.44,278.82,280.88,78880548
2/28/2019,278.68,,-0.52,-0.19%,278.96,278.32,279.45,69268293
2/27/2019,279.2,,-0.12,-0.04%,278.52,277.48,279.59,56921570
2/26/2019,279.32,,-0.2,-0.07%,279.13,278.9,280.3,56844101
2/25/2019,279.52,,0.38,0.14%,280.73,279.43,281.31,69030699
2/22/2019,279.14,,1.72,0.62%,278.11,277.4029,279.36,78114616
2/21/2019,277.42,,-0.99,-0.36%,277.7,276.345,278.1,64214727
2/20/2019,278.41,,0.56,0.20%,277.81,277.25,278.92,76610767
2/19/2019,277.85,,0.48,0.17%,276.4813,276.47,278.58,59120804
2/18/2019,,,,,,,,
2/15/2019,277.37,,2.99,1.09%,276.36,276.13,277.41,97088659
2/14/2019,274.38,,-0.61,-0.22%,273.78,272.87,275.64,83234396
2/13/2019,274.99,,0.89,0.32%,275.03,274.56,275.93,65277204
2/12/2019,274.1,,3.48,1.29%,272.42,272.34,274.52,72270221
2/11/2019,270.62,,0.15,0.06%,271.2,270.03,271.49,68021423
2/8/2019,270.47,,0.33,0.12%,268.75,267.83,270.58,75788861
2/7/2019,270.14,,-2.6,-0.95%,270.94,268.29,271.55,95481961
2/6/2019,272.74,,-0.36,-0.13%,272.79,271.92,273.34,58347791
2/5/2019,273.1,,1.14,0.42%,272.44,271.88,273.44,79552774
2/4/2019,271.96,,1.9,0.70%,270.11,269.36,272.03,60744844
2/1/2019,270.06,,0.13,0.05%,270.15,269.18,271.2,85782524
1/31/2019,269.93,,2.35,0.88%,267.51,267.27,270.47,104012073
1/30/2019,267.58,,4.17,1.58%,265.1,264.25,268.52,92473671
1/29/2019,263.41,,-0.35,-0.13%,263.92,262.48,264.55,66136334
1/28/2019,263.76,,-2.02,-0.76%,263.39,261.79,263.83,85613655
1/25/2019,265.78,,2.23,0.85%,265.61,263.6595,266.7,96883358
1/24/2019,263.55,,0.14,0.05%,263.21,262.08,264.2,59204139
1/23/2019,263.41,,0.55,0.21%,264.01,260.66,264.79,86030287
1/22/2019,262.86,,-3.6,-1.35%,264.82,261.06,265.06,115531183
1/21/2019,,,,,,,,
1/18/2019,266.46,,3.5,1.33%,264.98,262.998,266.98,127900303
1/17/2019,262.96,,1.98,0.76%,260.01,259.96,263.92,96118435
1/16/2019,260.98,,0.63,0.24%,260.83,260.6,261.9666,77636710
1/15/2019,260.35,,2.95,1.15%,257.82,257.81,260.7,85208271
1/14/2019,257.4,,-1.58,-0.61%,256.86,256.41,258.3,70908227
1/11/2019,258.98,,0.1,0.04%,257.68,257.03,259.0098,73858110
1/10/2019,258.88,,0.91,0.35%,256.26,255.5,259.16,96823923
1/9/2019,257.97,,1.2,0.47%,257.56,256.19,258.91,95006554
1/8/2019,256.77,,2.39,0.94%,256.82,254,257.31,102512587
1/7/2019,254.38,,1.99,0.79%,252.69,251.69,255.95,103139100
1/4/2019,252.39,,8.18,3.35%,247.59,247.17,253.11,142628834
1/3/2019,244.21,,-5.97,-2.39%,248.23,243.67,248.57,144140692
1/2/2019,250.18,,0.26,0.10%,245.98,245.95,251.21,126925199
1/1/2019,,,,,,,,
12/31/2018,249.92,,2.17,0.88%,249.56,247.47,250.19,144299370
12/28/2018,247.75,,-0.32,-0.13%,249.58,246.45,251.4,153100189
12/27/2018,248.07,,1.89,0.77%,242.57,238.96,248.29,186267342
12/26/2018,246.18,,11.84,5.05%,235.97,233.76,246.18,218485360
12/25/2018,,,,,,,,
12/24/2018,234.34,,-6.36,-2.64%,239.04,234.27,240.8355,147311588
12/21/2018,240.7,,-6.47,-2.62%,246.74,239.98,249.71,255345633
12/20/2018,247.17,,-4.09,-1.63%,249.86,244.65,251.62,252053377
12/19/2018,251.26,,-3.82,-1.50%,255.17,249.35,259.4,214992763
12/18/2018,255.08,,-0.28,-0.11%,257.2,253.28,257.95,134515094
12/17/2018,255.36,,-5.11,-1.96%,259.4,253.525,260.65,165492257
12/14/2018,260.47,,-4.9,-1.85%,262.96,259.85,264.03,116961071
12/13/2018,265.37,,-0.09,-0.03%,266.52,264.12,267.49,96662717
12/12/2018,265.46,,1.33,0.50%,267.47,265.37,269,97976706
12/11/2018,264.13,,0.06,0.02%,267.66,262.48,267.87,121504431
12/10/2018,264.07,,0.5,0.19%,263.37,258.62,265.1613,151445885
12/7/2018,263.57,,-6.27,-2.32%,269.46,262.63,271.22,161018923
12/6/2018,269.84,,-0.41,-0.15%,265.92,262.44,269.97,204185411
12/5/2018,,,,,,,,
12/4/2018,270.25,,-9.05,-3.24%,278.37,269.9,278.85,177986013
12/3/2018,279.3,,3.65,1.32%,280.28,277.505,280.4,103017719
11/30/2018,275.65,,1.67,0.61%,273.81,273.45,276.28,98204190
11/29/2018,273.98,,-0.6,-0.22%,273.71,272.43,275.55,82346420
11/28/2018,274.58,,6.18,2.30%,269.6,268.3272,274.58,127629633
11/27/2018,268.4,,0.9,0.34%,266.34,265.66,268.4,75502441
11/26/2018,267.5,,4.25,1.61%,265.78,265.34,267.75,79981362
11/23/2018,263.25,,-1.77,-0.67%,263.18,263.07,264.8234,42807878
11/22/2018,,,,,,,,
11/21/2018,265.02,,0.9,0.34%,265.86,265.01,267.15,75563743
