Exchange Date,Close,Adjusted Close,Net,%Chg,Open,Low,High,Volume
5/8/2009,92.98,,2.12,2.33%,92.03,90.911,93.22,299081637
5/7/2009,90.86,,-1.281,-1.39%,93.01,90.28,93.15,317800496
5/6/2009,92.141,,1.571,1.73%,91.68,90.61,92.2,291940993
5/5/2009,90.57,,-0.31,-0.34%,90.57,89.84,90.93,243036257
5/4/2009,90.88,,2.99,3.40%,88.55,88.38,90.94,287119943
5/1/2009,87.89,,0.47,0.54%,87.44,86.72,88.21,236110289
4/30/2009,87.42,,0.03,0.03%,88.55,86.92,89.02,301419716
4/29/2009,87.39,,1.82,2.13%,86.52,86.3,88.36,311505611
4/28/2009,85.57,,-0.27,-0.31%,84.97,84.76,86.59,247927845
4/27/2009,85.84,,-0.82,-0.95%,85.68,85.54,87.01,289581577
4/24/2009,86.66,,1.29,1.51%,86.03,85.69,87.31,287702994
4/23/2009,85.37,,0.83,0.98%,84.71,83.63,85.42,324903639
4/22/2009,84.54,,-0.52,-0.61%,84.29,84.07,86.34,340395130
4/21/2009,85.06,,1.63,1.95%,82.82,82.75,85.13,300478349
4/20/2009,83.43,,-3.65,-4.19%,85.54,83.34,87.0489,293690096
4/17/2009,87.08,,0.58,0.67%,86.83,86.14,87.65,262648937
4/16/2009,86.5,,1.25,1.47%,85.93,84.77,87.15,335202868
4/15/2009,85.25,,0.9,1.07%,83.84,83.61,85.42,250726037
4/14/2009,84.35,,-1.48,-1.72%,85.03,84.08,85.76,276598725
4/13/2009,85.83,,0.02,0.02%,84.92,84.58,86.54,224847431
4/9/2009,85.81,,3.28,3.97%,84.67,84.33,85.82,269653423
4/8/2009,82.53,,0.88,1.08%,82.06,81.54,82.94,230402749
4/7/2009,81.65,,-1.95,-2.33%,82.25,81.51,82.65,259071910
4/6/2009,83.6,,-0.66,-0.78%,83.34,82.29,84.2747,264866540
4/3/2009,84.26,,0.83,0.99%,83.49,82.67,84.28,284646280
4/2/2009,83.43,,2.37,2.92%,83.08,81.1296,84.61,476230899
4/1/2009,81.06,,1.54,1.94%,78.53,78.33,81.42,377018284
3/31/2009,79.52,,0.73,0.93%,79.56,79.05,81.08,364238267
3/30/2009,78.79,,-2.82,-3.46%,79.8,77.96,79.87,324108478
3/27/2009,81.61,,-1.5,-1.80%,82.05,81.31,82.53,322343625
3/26/2009,83.11,,1.66,2.04%,82.25,81.32,83.3,422025298
3/25/2009,81.45,,0.85,1.05%,81.23,79.06,82.7,441995020
3/24/2009,80.6,,-1.62,-1.97%,81.24,80.51,82.36,328151379
3/23/2009,82.22,,5.51,7.18%,78.74,78.31,82.29,420247245
3/20/2009,76.71,,-2.23,-2.82%,78.76,76.53,78.91,371165651
3/19/2009,78.94,,-0.99,-1.24%,80.93,78.69,81,428597138
3/18/2009,79.93,,1.75,2.24%,77.81,77.07,80.9,473552378
3/17/2009,78.18,,2.32,3.06%,76.07,75.45,78.36,357075105
3/16/2009,75.86,,-0.23,-0.30%,76.96,75.81,77.97,360821360
3/13/2009,76.09,,0.59,0.78%,76.01,74.73,76.98,337474612
3/12/2009,75.5,,2.86,3.94%,72.62,71.97,75.75,409818582
3/11/2009,72.64,,0.47,0.65%,73,71.83,73.75,356809978
3/10/2009,72.17,,4.06,5.96%,69.51,69.37,72.37,406230757
3/9/2009,68.11,,-0.81,-1.18%,67.95,67.73,70,379907248
3/6/2009,68.92,,0.12,0.17%,69.4,67.1,70.45,490495181
3/5/2009,68.8,,-2.93,-4.08%,70.1,68.17,71.73,485551217
3/4/2009,71.73,,1.66,2.37%,71.23,70.0729,72.87,462763396
3/3/2009,70.07,,-0.53,-0.75%,71.61,69.64,71.7,443761154
3/2/2009,70.6,,-3.33,-4.50%,72.52,70.37,73.9169,426453248
2/27/2009,73.93,,-1.69,-2.23%,74.01,73.81,75.6872,470568851
2/26/2009,75.62,,-1.252,-1.63%,77.82,75.53,79.667,363371321
2/25/2009,76.872,,-0.608,-0.78%,77.14,75.63,78.42,462039594
2/24/2009,77.48,,2.83,3.79%,75.29,74.7003,77.95,426412267
2/23/2009,74.65,,-2.77,-3.58%,78.27,74.59,78.27,379644668
2/20/2009,77.42,,-0.761,-0.97%,76.73,75.77,78.34,477176566
2/19/2009,78.181,,-0.849,-1.07%,79.84,78.02,80.15,316869547
2/18/2009,79.03,,-0.19,-0.24%,79.79,78.28,79.94,362970111
2/17/2009,79.22,,-3.54,-4.28%,80.16,79.17,82.958,478910634
2/13/2009,82.76,,-0.9,-1.08%,83.55,82.74,84.24,293998386
2/12/2009,83.66,,0.06,0.07%,82.17,81.05,83.82,469302192
2/11/2009,83.6,,0.49,0.59%,83.45,82.4,84.05,324674586
2/10/2009,83.11,,-3.99,-4.58%,86.27,82.45,87.03,536212730
2/9/2009,87.1,,0.121,0.14%,86.96,86.32,87.74,240075116
2/6/2009,86.979,,2.409,2.85%,84.86,84.68,87.34,366101656
2/5/2009,84.57,,1.24,1.49%,82.7,77.73,85.29,417679916
2/4/2009,83.33,,-0.41,-0.49%,84.3,83.04,85.37,322993929
2/3/2009,83.74,,1.16,1.40%,83.1,82.22,84.36,278480540
2/2/2009,82.58,,-0.25,-0.30%,81.57,81.31,83.18,288488899
1/30/2009,82.83,,-1.72,-2.03%,84.98,82.21,85.4,383464165
1/29/2009,84.55,,-2.84,-3.25%,86.11,84.47,87.4901,294591469
1/28/2009,87.39,,2.86,3.38%,86.4,86.07,87.95,330317423
1/27/2009,84.53,,0.85,1.02%,84.13,83.3,85.15,274111851
1/26/2009,83.68,,0.57,0.69%,83.59,82.81,85.36,318269470
1/23/2009,83.11,,0.36,0.44%,80.9,80.57,83.99,386800533
1/22/2009,82.75,,-1.3,-1.55%,82.42,81.17,84.04,427940436
1/21/2009,84.05,,3.48,4.32%,81.94,80.47,84.24,364767258
1/20/2009,80.57,,-4.49,-5.28%,84.23,80.05,85.059,420108448
1/16/2009,85.06,,0.66,0.78%,85.86,83.05,85.9876,399307014
1/15/2009,84.4,,0.03,0.04%,84.12,81.72,85.25,533808811
1/14/2009,84.37,,-2.74,-3.15%,85.54,83.16,85.75,435967129
1/13/2009,87.11,,0.16,0.18%,86.73,86.2,87.88,356731781
1/12/2009,86.95,,-2.14,-2.40%,88.84,86.41,88.91,278008387
1/9/2009,89.09,,-1.952,-2.14%,91.16,85.36,91.32,331160908
1/8/2009,91.042,,0.372,0.41%,90.16,89.67,91.09,263834401
1/7/2009,90.67,,-2.8,-3.00%,92,90.2,92.26,281047574
1/6/2009,93.47,,0.62,0.67%,93.64,92.68,94.45,328481747
1/5/2009,92.85,,-0.11,-0.12%,92.63,91.89,94.553,240697608
1/2/2009,92.96,,2.72,3.01%,90.44,89.85,93.44,227638523
12/31/2008,90.24,,1.27,1.43%,89.08,88.87,90.97,194141827
12/30/2008,88.97,,2.06,2.37%,87.51,86.8766,89.05,168555662
12/29/2008,86.91,,-0.25,-0.29%,87.24,85.6,87.33,128419175
12/26/2008,87.16,,0.5,0.58%,87.24,86.5,87.3,74775826
12/24/2008,86.66,,0.5,0.58%,86.45,86,86.87,62142421
12/23/2008,86.16,,-0.9,-1.03%,87.53,85.8,87.93,221772540
12/22/2008,87.06,,-1.13,-1.28%,88.58,85.49,88.67,244192166
12/19/2008,88.19,,-1.1,-1.23%,89.1,88.09,90.62,301523386
12/18/2008,89.29,,-1.7,-1.87%,91.4,88.21,91.67,374829388
12/17/2008,90.99,,-0.89,-0.97%,90.84,90.06,92.43,288101788
12/16/2008,91.88,,4.13,4.71%,88.3,88.18,92.02,377699953
12/15/2008,87.75,,-1.24,-1.39%,89.02,86.29,89.15,256846094
12/12/2008,88.99,,1.05,1.19%,85.55,85.2,89.07,415140912
12/11/2008,87.94,,-2.17,-2.41%,89.54,87.37,91,366329668
12/10/2008,90.11,,0.61,0.68%,90.32,89,91.36,396381231
12/9/2008,89.5,,-1.5,-1.65%,90.37,88.980003,92.13,370862472
12/8/2008,91,,3.07,3.49%,90.34,88.0815,92.38,413016783
12/5/2008,87.93,,2.63,3.08%,83.65,82.24,88.42,472064235
12/4/2008,85.3,,-2.02,-2.31%,86.06,83.74,88.05,444341542
12/3/2008,87.32,,2.05,2.40%,83.4,83.14,87.83,520103726
12/2/2008,85.27,,3.16,3.85%,83.47,82.038,85.49,469785220
12/1/2008,82.11,,-7.98,-8.86%,87.51,81.86,87.55,370826753
11/28/2008,90.09,,1.12,1.26%,88.63,88.48,90.13,119905331
11/26/2008,88.97,,3.31,3.86%,84.3,84.24,89.19,370320441
11/25/2008,85.66,,0.63,0.74%,87.3,83.82,87.51,454188290
11/24/2008,85.03,,5.51,6.93%,81.92,80.3614,86.985,523462008
11/21/2008,79.52,,4.07,5.39%,77.46,74.34,80.9,718768573
11/20/2008,75.45,,-6.05,-7.42%,80.13,75.05,82.51,814180365
11/19/2008,81.5,,-5.58,-6.41%,85.91,80.92,86.87,558809438
11/18/2008,87.08,,1.61,1.88%,85.15,82.91,87.22,524140602
11/17/2008,85.47,,-1.15,-1.33%,86.38,85.16,88.56,415543773
11/14/2008,86.62,,-4.55,-4.99%,89.41,86.52,92.06,540352274
11/13/2008,91.17,,5.35,6.23%,86.13,82.09,91.73,753800996
11/12/2008,85.82,,-3.95,-4.40%,88.23,85.12,89.77,454330554
11/11/2008,89.77,,-2.86,-3.09%,90.76,88.65,92.1377,418596705
11/10/2008,92.63,,-1.23,-1.31%,95.21,90.92,95.53,301903186
11/7/2008,93.86,,3,3.30%,91.65,90.5,94,380538559
11/6/2008,90.86,,-5.33,-5.54%,94.46,90.06,95.44,477982837
11/5/2008,96.19,,-4.22,-4.20%,99.2,95,100.7114,390404104
11/4/2008,100.41,,3.3,3.40%,99.06,96.7142,100.86,346977620
11/3/2008,97.11,,0.28,0.29%,96.78,95.95,97.69,205566755
10/31/2008,96.83,,0.53,0.55%,95.08,94.48,98.57,411499930
10/30/2008,96.3,,3.22,3.46%,95.78,92.9,96.54,414582025
10/29/2008,93.08,,-0.68,-0.73%,93.77,92.1,97.17,531381584
10/28/2008,93.76,,9.81,11.69%,87.34,84.53,94.24,639939456
10/27/2008,83.95,,-3.09,-3.55%,85.97,83.7,89.51,400238591
10/24/2008,87.04,,-4.65,-5.07%,84.06,84,89.92,545812560
10/23/2008,91.69,,1.05,1.16%,90.29,85.81,92.45,634666348
10/22/2008,90.64,,-5.22,-5.45%,93.2,87.53,95.86,516167991
10/21/2008,95.86,,-2.95,-2.99%,96.97,95.22,98.64,356501918
10/20/2008,98.81,,5.6,6.01%,95.35,94.0895,99.1,321294111
10/17/2008,93.21,,-0.56,-0.60%,91.99,91.65,98.59,476770069
10/16/2008,93.77,,3.75,4.17%,91.29,86.54,94.77,708811161
10/15/2008,90.02,,-9.83,-9.84%,97.46,89.71,97.8,484627451
10/14/2008,99.85,,-1.5,-1.48%,104.7,97.11,105.53,546688419
10/13/2008,101.35,,12.85,14.52%,93.87,89.948,101.35,456904722
10/10/2008,88.5,,-2.2,-2.43%,86.76,83.58,93.94,871546886
10/9/2008,90.7,,-6.81,-6.98%,99.66,90.25,100.62,534758440
10/8/2008,97.51,,-2.52,-2.52%,97.52,96.81,102.18,725787952
10/7/2008,100.03,,-4.69,-4.48%,106.84,99.65,107.33,540213491
10/6/2008,104.72,,-5.62,-5.09%,107.15,100.64,107.62,610790992
10/3/2008,110.34,,-1.51,-1.35%,112.86,109.68,115.45,461832495
10/2/2008,111.85,,-4.21,-3.63%,114.95,111.06,115.11,365632407
10/1/2008,116.06,,0.07,0.06%,115.27,113.95,116.69,333084914
9/30/2008,115.99,,4.61,4.14%,113.51,110.5321,116.8,328510275
9/29/2008,111.38,,-9.47,-7.84%,119.18,110.97,121.18,459562289
9/26/2008,120.85,,0.06,0.05%,118.83,118.51,121.5,285917303
9/25/2008,120.79,,1.86,1.56%,119.4,118.4369,121.91,328252953
9/24/2008,118.93,,0.38,0.32%,119.35,117.79,120,311871169
9/23/2008,118.55,,-2.76,-2.28%,120.85,118.28,122.02,328230198
9/22/2008,121.31,,-2.81,-2.26%,124.4505,120.36,124.75,249966466
9/19/2008,124.12,,4.05,3.37%,126.7,116.52,128,501144607
9/18/2008,120.07,,3.46,2.97%,118.05,113.8,121.79,776114658
9/17/2008,116.61,,-5.49,-4.50%,119.64,116,121.8517,624095548
9/16/2008,122.1,,2.01,1.67%,117.2,117,122.32,581744246
9/15/2008,120.09,,-6,-4.76%,121.63,119.89,125.652,483606961
9/12/2008,126.09,,0.58,0.46%,124.29,123.83,126.21,297851196
9/11/2008,125.51,,1.79,1.45%,122.12,121.6,125.74,375369319
9/10/2008,123.72,,0.5,0.41%,123.89,122.55,124.9,298916535
9/9/2008,123.22,,-3.77,-2.97%,127.1,122.8,127.36,377326719
9/8/2008,126.99,,2.57,2.07%,128.04,124.42,128.24,364148821
9/5/2008,124.42,,0.39,0.31%,123.29,122,124.95,289514595
9/4/2008,124.03,,-3.85,-3.01%,126.97,123.96,127.23,340438555
9/3/2008,127.88,,-0.11,-0.09%,127.88,126.93,128.5,251949709
9/2/2008,127.99,,-0.8,-0.62%,130.03,127.52,130.71,252469587
8/29/2008,128.79,,-1.4,-1.08%,129.73,128.51,130.14,189209985
8/28/2008,130.19,,1.56,1.21%,129.28,128.63,130.34,167537065
8/27/2008,128.63,,1.24,0.97%,127.55,127.3,128.83,171032725
8/26/2008,127.39,,0.37,0.29%,127.02,126.58,127.87,159117183
8/25/2008,127.02,,-2.63,-2.03%,128.8,126.75,129.65,171936874
8/22/2008,129.65,,1.85,1.45%,128.67,127.8,129.65,167715248
8/21/2008,127.8,,0.22,0.17%,126.75,126.6,128.44,180609785
8/20/2008,127.58,,0.59,0.46%,127.39,126.34,127.95,225498123
8/19/2008,126.99,,-1.4,-1.09%,127.42,126.53,128.1181,194673636
8/18/2008,128.39,,-1.78,-1.37%,130.43,127.66,130.48,172275090
8/15/2008,130.17,,0.63,0.49%,129.93,129.3,130.5,181005385
8/14/2008,129.54,,0.97,0.75%,127.84,127.75,130.28,239556086
8/13/2008,128.57,,-0.78,-0.60%,128.79,127.67,129.65,256467211
8/12/2008,129.35,,-1.36,-1.04%,130.2801,128.73,130.7028,213200792
8/11/2008,130.71,,1.34,1.04%,129.47,129.23,131.51,249425782
8/8/2008,129.37,,2.36,1.86%,126.58,126.38,129.93,260811653
8/7/2008,127.01,,-1.92,-1.49%,127.96,126.54,129.055,246312455
8/6/2008,128.93,,0.57,0.44%,128.02,127.48,129.3,209555389
8/5/2008,128.36,,3.37,2.70%,126.02,124.9736,128.56,251624292
8/4/2008,124.99,,-1.17,-0.93%,126.04,124.76,126.14,188251720
8/1/2008,126.16,,-0.67,-0.53%,127.12,125.46,127.28,248703556
7/31/2008,126.83,,-1.7,-1.32%,127.4,126.63,128.57,277402187
7/30/2008,128.53,,2.25,1.78%,127.11,126.28,128.6,354709945
7/29/2008,126.28,,2.64,2.14%,123.98,123.64,126.38,261505542
7/28/2008,123.64,,-1.84,-1.47%,125.51,123.42,126.06,205202879
7/25/2008,125.48,,-0.03,-0.02%,125.89,125.17,126.49,219130985
7/24/2008,125.51,,-2.66,-2.08%,128.34,125.16,128.41,248634472
7/23/2008,128.17,,0.69,0.54%,127.89,127.55,129.15,311698327
7/22/2008,127.48,,1.43,1.13%,125.15,124.85,127.8,296904155
7/21/2008,126.05,,0.07,0.06%,126.51,125.19,126.8,222862990
7/18/2008,125.98,,0.78,0.62%,126.17,125.15,126.4159,267030007
7/17/2008,125.2,,1.24,1.00%,125.14,124.09,126.26,375490518
7/16/2008,123.96,,2.97,2.45%,121.45,121.1,124.57,371642870
7/15/2008,120.99,,-1.73,-1.41%,121.8,120.02,123.49,502502423
7/14/2008,122.72,,-1.12,-0.90%,125.26,122.4,125.5,322720839
7/11/2008,123.84,,-1.46,-1.17%,123.97,122.49,125.9,481124589
7/10/2008,125.3,,0.51,0.41%,124.43,123.58,125.79,436475660
7/9/2008,124.79,,-2.45,-1.93%,127.5,124.39,127.74,336789772
7/8/2008,127.24,,2.22,1.78%,124.99,124.199997,127.39,376225357
7/7/2008,125.02,,-1.29,-1.02%,126.79,123.92,127.34,372427205
7/3/2008,126.31,,0.13,0.10%,127.11,124.99,127.11,239359650
7/2/2008,126.18,,-2.2,-1.71%,128.79,125.95,129.16,291223193
7/1/2008,128.38,,0.4,0.31%,126.52,125.93,128.47,388621949
6/30/2008,127.98,,0.45,0.35%,127.89,127.3,128.91,258888157
6/27/2008,127.53,,-0.7,-0.55%,128.28,127.035,128.86,303423342
6/26/2008,128.23,,-3.58,-2.72%,130.57,128.08,131.42,297774971
6/25/2008,131.81,,0.62,0.47%,131.72,131.239,133.4,287853822
6/24/2008,131.19,,-0.26,-0.20%,131.05,130.19,132.44,267300600
6/23/2008,131.45,,-0.13,-0.10%,132.09,131.32,132.23,165115667
6/20/2008,131.58,,-2.84,-2.11%,132.84,131.22,133.09,289275675
6/19/2008,134.42,,0.17,0.13%,134.15,132,135.24,304310864
6/18/2008,134.25,,-1.32,-0.97%,134.69,133.71,135.5235,266970557
6/17/2008,135.57,,-0.66,-0.48%,137.07,135.37,137.12,191743789
6/16/2008,136.23,,0.08,0.06%,135.55,135.46,136.93,185832466
6/13/2008,136.15,,1.7,1.26%,135.17,134.418,136.52,244727072
6/12/2008,134.45,,0.51,0.38%,134.6,133.52,135.87,252791740
6/11/2008,133.94,,-2,-1.47%,135.97,133.93,136.2592,284064388
6/10/2008,135.94,,-0.68,-0.50%,135.67,135.35,137.1,260234811
6/9/2008,136.62,,0.33,0.24%,136.86,135.41,137.5,228263864
6/6/2008,136.29,,-4.49,-3.19%,139.55,136.22,139.8,384276297
6/5/2008,140.78,,2.76,2.00%,138.58,138.32,140.89,237867025
6/4/2008,138.02,,-0.07,-0.05%,137.7,137.46,139.16,246726346
6/3/2008,138.09,,-0.81,-0.58%,139.3,137.23,139.62,272049901
6/2/2008,138.9,,-1.45,-1.03%,139.83,138,139.86,181069856
5/30/2008,140.35,,0.35,0.25%,140.47,139.94,140.74,117361933
5/29/2008,140,,0.7,0.50%,139.13,139.08,140.93,173927173
5/28/2008,139.3,,0.64,0.46%,139.17,138,140,181288080
5/27/2008,138.66,,1.02,0.74%,137.8,137.53,139,168322809
5/23/2008,137.64,,-1.87,-1.34%,139.05,137.52,139.6631,181436189
5/22/2008,139.51,,0.02,0.01%,139.43,139,140.17,170820315
5/21/2008,139.49,,-2.4,-1.69%,141.81,139,142.12,252724795
5/20/2008,141.89,,-1.16,-0.81%,142.27,141,142.34,178552026
5/19/2008,143.05,,0.39,0.27%,142.81,142.3,144.3,165704071
5/16/2008,142.66,,0.13,0.09%,142.86,141.61,142.87,204236796
5/15/2008,142.53,,1.76,1.25%,141.04,140.83,142.63,166926993
5/14/2008,140.77,,0.29,0.21%,141.07,140.462,142.2,181910731
5/13/2008,140.48,,0.02,0.01%,140.8,139.73,140.89,159141858
5/12/2008,140.46,,1.56,1.12%,139.25,138.73,140.56,150911417
5/9/2008,138.9,,-0.26,-0.19%,138.6,138.45,139.39,152589652
5/8/2008,139.16,,-0.36,-0.26%,139.74,138.98,140.32,178321159
5/7/2008,139.52,,-2.53,-1.78%,141.89,139.13,142.04,199267237
5/6/2008,142.05,,1.22,0.87%,140.01,139.69,142.2,179339817
5/5/2008,140.83,,-0.68,-0.48%,141.05,140.41,141.61,118510376
5/2/2008,141.51,,0.39,0.28%,142.33,140.56,142.37,181585519
5/1/2008,141.12,,2.86,2.07%,138.39,138.27,141.12,187279487
4/30/2008,138.26,,-0.82,-0.59%,139.29,138.26,140.59,208395818
4/29/2008,139.08,,-0.55,-0.39%,139.39,138.61,139.73,125514035
4/28/2008,139.63,,0.03,0.02%,139.88,139.38,140.25,105616522
4/25/2008,139.6,,1.28,0.93%,139.41,137.91,139.89,190788061
4/24/2008,138.32,,0.6,0.44%,138.08,137.04,139.74,229381367
4/23/2008,137.72,,-0.22,-0.16%,138.09,137.12,138.78,193309031
4/22/2008,137.94,,-0.61,-0.44%,138.19,136.64,138.37,162166076
4/21/2008,138.55,,0.07,0.05%,138.23,136.87,138.98,118587402
4/18/2008,138.48,,1.43,1.04%,138.94,138.26,139.56,218530591
4/17/2008,137.05,,0.2,0.15%,136.02,135.66,137.25,179707519
4/16/2008,136.85,,3.61,2.71%,134.54,134.4,136.93,189268809
4/15/2008,133.24,,0.31,0.23%,133.58,132.33,133.69,172389154
4/14/2008,132.93,,-0.45,-0.34%,133.19,132.55,133.54,160521950
4/11/2008,133.38,,-2.64,-1.94%,134.45,133.01,135.9837,222973288
4/10/2008,136.02,,0.19,0.14%,135.39,134.9,136.67,192967836
4/9/2008,135.83,,-0.99,-0.72%,136.61,134.89,136.8,195610559
4/8/2008,136.82,,-0.14,-0.10%,136.19,135.95,137.1554,148937266
4/7/2008,136.96,,0.07,0.05%,137.87,136.74,138.57,154381330
4/4/2008,136.89,,-0.15,-0.11%,137.12,136.12,137.96,204473086
4/3/2008,137.04,,0.34,0.25%,135.94,135.71,137.44,175884744
4/2/2008,136.7,,0.09,0.07%,137.06,135.98,137.67,210910787
4/1/2008,136.61,,4.64,3.52%,133.71,133.51,136.84,254547255
3/31/2008,131.97,,0.46,0.35%,131.29,131.09,132.73,166692100
3/28/2008,131.51,,-1.27,-0.96%,132.99,131.06,133.36,180918668
3/27/2008,132.78,,-0.42,-0.32%,134.2,132.36,134.44,225153152
3/26/2008,133.2,,-1.65,-1.22%,134.46,133.11,135.0884,196934212
3/25/2008,134.85,,0.13,0.10%,134.86,133.77,135.55,192947165
3/24/2008,134.72,,2.64,2.00%,133.31,133.24,135.81,209110354
3/20/2008,132.08,,1.76,1.35%,130.05,129.26,132.91,245320642
3/19/2008,130.32,,-3.31,-2.48%,134.14,130.04,134.65,345971558
3/18/2008,133.63,,5.33,4.15%,130.62,129.98,133.69,334416531
3/17/2008,128.3,,-1.31,-1.01%,126.57,126.07,129.26,405311065
3/14/2008,129.61,,-2.04,-1.55%,132.77,127.78,132.81,484687785
3/13/2008,131.65,,0.29,0.22%,129.61,128.6,132.64,351881388
3/12/2008,131.36,,-1.24,-0.94%,132.73,131.16,133.77,229161103
3/11/2008,132.6,,4.6,3.59%,130.72,127.7152,132.72,341875778
3/10/2008,128,,-1.71,-1.32%,129.81,127.59,129.93,235683379
3/7/2008,129.71,,-1.35,-1.03%,129.63,128.58,131.74,326434577
3/6/2008,131.06,,-2.77,-2.07%,132.98,130.55,133.22,247912112
3/5/2008,133.83,,0.84,0.63%,133.41,132.34,134.77,270681315
3/4/2008,132.99,,-0.51,-0.38%,132.23,130.99,133.4,282513064
3/3/2008,133.5,,-0.32,-0.24%,133.14,132.24,133.81,195613597
2/29/2008,133.82,,-3.05,-2.23%,135.6,132.78,137.0249,252715127
2/28/2008,136.87,,-1.35,-0.98%,137.24,136.55,137.96,170831046
2/27/2008,138.22,,-0.14,-0.10%,137.56,137.41,139.14,168395790
2/26/2008,138.36,,1.03,0.75%,136.75,136.5,138.95,212420648
2/25/2008,137.33,,1.71,1.26%,135.54,134.78,137.65,190106974
2/22/2008,135.62,,0.83,0.62%,134.97,132.86,135.85,205490992
2/21/2008,134.79,,-1.13,-0.83%,136.66,134.07,137.01,201051185
2/20/2008,135.92,,0.4,0.30%,133.99,133.76,137.6,220709388
2/19/2008,135.52,,0.38,0.28%,136.69,134.61,136.89,145189997
2/15/2008,135.14,,-0.03,-0.02%,134.55,133.36,136.1,154110256
2/14/2008,135.17,,-1.2,-0.88%,136.95,134.79,137,215207108
2/13/2008,136.37,,1.38,1.02%,136.01,135.14,137.1,181967779
2/12/2008,134.99,,1.24,0.93%,134.91,133.98,136.31,256654378
2/11/2008,133.75,,0.68,0.51%,133.1,132.04,134.23,188576221
2/8/2008,133.07,,-0.86,-0.64%,133.09,132.1,134.22,221643475
2/7/2008,133.93,,0.88,0.66%,131.8,131.73,134.79,297541558
2/6/2008,133.05,,-1.08,-0.81%,134.58,132.41,135.25,250792900
2/5/2008,134.13,,-3.69,-2.68%,135.94,133.67,136.25,286882428
2/4/2008,137.82,,-1.76,-1.26%,139.21,137.64,139.3,124694258
2/1/2008,139.58,,2.21,1.61%,137.94,137.52,139.61,206843683
1/31/2008,137.37,,2.46,1.82%,133.4,133.2,138.54,343680718
1/30/2008,134.91,,-1,-0.74%,135.58,134.6,138.54,334939168
1/29/2008,135.91,,0.67,0.50%,136.1,134.88,136.45,168968791
1/28/2008,135.24,,2.2,1.65%,133.26,132.06,135.52,217934538
1/25/2008,133.04,,-1.95,-1.44%,136.51,132.6,136.76,269603877
1/24/2008,134.99,,1.13,0.84%,134.48,133.31,135.46,259949233
1/23/2008,133.86,,3.14,2.40%,127.09,126.84,134.19,511912974
1/22/2008,130.72,,-1.34,-1.01%,127.21,126,132.4266,435925182
1/18/2008,132.06,,-1.37,-1.03%,134.74,131.1,135.02,348561439
1/17/2008,133.43,,-3.55,-2.59%,137.81,132.93,137.88,398404809
1/16/2008,136.98,,-1.19,-0.86%,137.36,136.28,139.12,378955910
1/15/2008,138.17,,-3.11,-2.20%,139.79,137.9,141.4903,240456494
1/14/2008,141.28,,1.13,0.81%,141.16,140.4,141.86,170365600
1/11/2008,140.15,,-1.14,-0.81%,140.78,139,141.8985,267076591
1/10/2008,141.29,,0.92,0.66%,139.68,139.37,142.8,335701114
1/9/2008,140.37,,1.46,1.05%,139.09,137.7,140.79,301910852
1/8/2008,138.91,,-2.28,-1.61%,142.08,138.44,142.9,326366804
1/7/2008,141.19,,-0.12,-0.08%,141.81,140.1,142.23,234990926
1/4/2008,141.31,,-3.55,-2.45%,143.34,140.91,143.44,232330819
1/3/2008,144.86,,-0.07,-0.05%,144.91,144.07,145.49,125133258
1/2/2008,144.93,,-1.28,-0.88%,146.53,143.88,146.99,204935531
12/31/2007,146.21,,-1.09,-0.74%,147.1,146.06,147.6062,108126722
12/28/2007,147.3,,-0.37,-0.25%,148.54,146.9,148.61,116398074
12/27/2007,147.67,,-1.88,-1.26%,149.02,147.32,149.03,122981696
12/26/2007,149.55,,0.32,0.21%,148.65,148.5,149.68,67118073
12/24/2007,149.23,,1.1,0.74%,148.82,148.48,149.48,45601326
12/21/2007,148.13,,1.33,0.91%,147.37,147.09,148.42,146090319
12/20/2007,146.8,,0.92,0.63%,146.84,145.18,146.86,214813762
12/19/2007,145.88,,0,0.00%,145.94,144.94,146.89,198917144
12/18/2007,145.88,,0.81,0.56%,146.1,143.96,146.48,245569258
12/17/2007,145.07,,-2.1,-1.43%,146.61,144.86,146.87,177269311
12/14/2007,147.17,,-1.89,-1.27%,147.93,147.1,149.1,159152848
12/13/2007,149.06,,-0.31,-0.21%,148.32,147.3,149.39,237607051
12/12/2007,149.37,,1.46,0.99%,151.06,147.2,151.77,322435576
12/11/2007,147.91,,-4.17,-2.74%,152.14,147.83,152.89,250346381
12/10/2007,152.08,,1.17,0.78%,151.28,150.86,152.25,123914390
12/7/2007,150.91,,-0.03,-0.02%,151.42,150.55,151.5,148980042
12/6/2007,150.94,,2.13,1.43%,148.63,148.57,151.21,154542538
12/5/2007,148.81,,2.45,1.67%,147.93,147.83,149.2,171129967
12/4/2007,146.36,,-1.32,-0.89%,146.66,146.31,147.5409,136533869
12/3/2007,147.68,,-0.98,-0.66%,148.19,147.29,148.45,146430461
11/30/2007,148.66,,1.48,1.01%,149.04,147.33,149.87,222907919
11/29/2007,147.18,,0.05,0.03%,146.62,146.1,147.72,199411087
11/28/2007,147.13,,4.56,3.20%,144.19,144.14,147.47,259096930
11/27/2007,142.57,,1.62,1.15%,141.74,140.95,143.23,293900195
11/26/2007,140.95,,-3.18,-2.21%,144.43,140.66,144.88,214232568
11/23/2007,144.13,,2.45,1.73%,143.07,142.7,144.34,77688317
11/21/2007,141.68,,-2.96,-2.05%,143.08,141.67,143.91,259196735
